msg_id,text,timestamp
0,just working 29,1.8264053900888257
1,take care ,2.3037556886243444
2,what are you doing? 26,3.054033488494361
3,hi ,3.0692848050092714
4,bye,3.696720365299844
5,did you finish the homework? ,3.9048419101499046
6,see you later ,4.317705454091291
7,good morning ,4.4607881240085545
8,"sure, let's go! ",4.985278981559645
9,good night 60,5.30332493518246
10,have a nice day!,5.323322692051517
11,just working 64,5.518565394227448
12,nothing much ,5.7748940147796395
13,what time is it? ,5.8959191028169435
14,want to grab lunch? ,6.312099890817403
15,good evening ,6.4066694289203125
16,take care ,7.237412000970981
17,what time is it? ,7.9507393532197925
18,did you finish the homework? ,9.091719103043237
19,hi,9.48870418562062
20,nothing much ,10.323969762882916
21,bye 12,12.374757791575293
22,bye,13.489110384155637
23,talk to you tomorrow ,14.237672914725467
24,hello,14.8029215040074
25,how are you? ,15.340995646060689
26,want to grab lunch? ,15.438728531985147
27,bye ,15.794010175586623
28,good night ,17.583176393915064
29,talk to you tomorrow ,18.129341393875613
30,i'm good ,19.4062883690467
31,what time is it? ,20.146488868652835
32,good night ,20.47263081246987
33,what are you doing? ,20.54427013945113
34,hey there,20.715535433174512
35,talk to you tomorrow,20.848433759739187
36,it's 5 o'clock ,21.375057468437276
37,not yet ,21.650526604583003
38,what time is it? ,23.116868636629153
39,"sure, let's go! ",23.842560412562648
40,i'm good ,23.924021560185547
41,how is it going? ,23.98255494792338
42,how is it going?,24.15778082687149
43,how is it going? ,24.20225586264316
44,how are you? 71,24.23252803275174
45,talk to you tomorrow ,24.239095761957984
46,good evening ,24.671202084896453
47,it's 5 o'clock ,25.079846075769265
48,hey there,25.664162935257128
49,how are you? ,26.353714039306134
50,good evening ,27.645747259475495
51,take care,29.221914276234102
52,i'm good 68,29.461653274050565
53,not yet ,29.52300204013886
54,good night 46,29.886962264734276
55,how are you?,30.098769958107315
56,hello 82,30.35162144529619
57,did you finish the homework? ,30.628281702044447
58,how are you? ,30.72946004923619
59,good night ,31.412741723797062
60,nothing much ,32.12465833421573
61,i'm good ,33.300609057137976
62,take care,33.33202463757109
63,good evening,33.59365424725078
64,take care,33.76609717660724
65,good morning 28,34.56664084697872
66,have a nice day! ,35.35929618280341
67,good morning,35.51247058094356
68,are you busy? ,37.24614440799693
69,talk to you tomorrow ,37.61029308218167
70,bye,37.64147182854368
71,see you later ,38.86214488529311
72,good night,40.168863806534674
73,"sure, let's go! ",40.6151860744127
74,how are you?,40.62803027004272
75,are you busy? ,41.456803131089494
76,hi,42.15054346489529
77,hi ,43.885451082850665
78,nothing much ,44.26053160057025
79,are you busy? ,44.45893467560174
80,want to grab lunch? ,44.701267068148454
81,hello ,44.84696917066111
82,talk to you tomorrow,44.9889719161762
83,what time is it? ,45.101103083166194
84,good morning ,45.404075223067615
85,did you finish the homework? 68,46.30292699576362
86,"fine, thanks ",47.72249142564703
87,not yet ,47.72620436259352
88,it's 5 o'clock ,47.91386101075329
89,good evening ,48.38692810972112
90,did you finish the homework? ,48.48949548582924
91,good morning,48.583456488630844
92,not yet 94,48.76008146967382
93,good evening,49.055102420298155
94,take care ,49.13475192235019
95,talk to you tomorrow 22,49.65294309494599
96,good night ,49.980253961814554
97,see you later 93,50.05242899578032
98,hey there ,50.87296717175729
99,have a nice day! ,51.09171707935279
100,how is it going?,51.87776698368878
101,hi,52.25077631857223
102,did you finish the homework? ,52.98914534223808
103,just working ,53.01637551864268
104,talk to you tomorrow ,53.60404572289841
105,not yet ,54.69924105039428
106,what are you doing? ,54.970462147120955
107,what time is it? ,55.464184725005815
108,have a nice day!,55.77204691293616
109,bye,56.368265836250856
110,how are you?,56.509279062437926
111,hey there ,56.62276753937549
112,i'm good 80,57.43247966173465
113,how are you?,57.75604622066598
114,not yet ,59.17577665948052
115,how is it going? ,59.467897913394204
116,have a nice day!,59.83395738736564
117,bye ,60.62546084123284
118,hello 35,61.489184771106096
119,"sure, let's go! 9",61.55632643449105
120,good night,61.56186133042272
121,have a nice day! ,61.62128524882307
122,talk to you tomorrow ,62.350214624248025
123,what time is it? ,62.54679943917144
124,how is it going?,62.67282659433537
125,talk to you tomorrow ,63.25662793180711
126,want to grab lunch? ,63.44884340849177
127,"fine, thanks ",63.69968770541209
128,not yet ,64.09764508488904
129,have a nice day!,64.24327629432483
130,see you later ,64.66650594741192
131,good night ,66.1312697374216
132,just working ,66.64095029245102
133,talk to you tomorrow ,67.00659887255611
134,how is it going? ,67.93640468584336
135,hello ,68.04183623769498
136,good morning,68.97656427200583
137,bye ,69.8115134204592
138,good morning ,70.21855867572653
139,hello ,70.22648339348828
140,nothing much ,70.25334980205743
141,see you later ,70.36720614260088
142,hey there ,72.39638254084471
143,want to grab lunch? ,72.50889098003046
144,take care,72.60154742574274
145,did you finish the homework? ,74.86188425453734
146,just working ,75.00683353749024
147,did you finish the homework? ,75.08895795803376
148,what are you doing? ,76.938281596579
149,did you finish the homework? ,77.55173615530316
150,hello ,78.20526038221305
151,have a nice day!,78.64480441697607
152,want to grab lunch? ,78.65496960167164
153,bye,79.08896907171244
154,just working ,80.63857249159446
155,good night ,80.73719674889522
156,did you finish the homework? ,80.95762860206717
157,see you later,81.19324771588373
158,hi ,81.47505626342236
159,how are you? ,81.65802528387161
160,just working ,82.32534214179978
161,hey there ,83.00409809258784
162,are you busy? ,83.4864204113476
163,good night ,85.30702200123707
164,good evening,85.49326432601879
165,not yet ,85.58649836008038
166,hello,85.91467804773862
167,good morning,86.1350494318432
168,good night ,86.13864925178675
169,hi,86.26835472421816
170,are you busy? ,86.62747350121326
171,see you later ,87.59286449586277
172,hey there ,88.27490116299136
173,take care,89.05792681206451
174,how is it going?,89.15165101788108
175,just working ,92.9001056887753
176,how are you?,93.08152839233155
177,good evening,93.28113230788978
178,i'm good ,94.25463404550881
179,not yet ,94.79777976488894
180,good evening,95.31686107401336
181,want to grab lunch? ,97.14384099090434
182,just working ,97.36961273480485
183,just working ,97.42928065029626
184,see you later ,97.75652104828218
185,what are you doing? ,97.81577451742068
186,how is it going? ,97.83366470627298
187,what are you doing? ,99.50490571226912
188,talk to you tomorrow ,99.54674286866438
189,talk to you tomorrow ,100.76893043173324
190,"fine, thanks ",100.77356737367587
191,hello ,101.51643177657982
192,hello ,101.67288184321978
193,want to grab lunch? 94,101.99956929808833
194,are you busy? 27,102.13063652491812
195,bye ,103.65885141295405
196,hi ,104.02911710916047
197,talk to you tomorrow 39,104.1704066667336
198,good morning,104.86400093971092
199,"fine, thanks 45",105.06140141238478
200,talk to you tomorrow ,106.13822070993031
201,just working ,106.23138088084664
202,hey there ,106.43180457732548
203,take care,106.90043067125059
204,how are you? ,107.38070216795208
205,talk to you tomorrow ,108.22647475592392
206,it's 5 o'clock ,109.4500345027647
207,take care,110.05162005068854
208,what time is it? ,110.18900684741652
209,have a nice day! ,110.52115387444783
210,hello ,110.66662086390507
211,bye,110.8425446017618
212,talk to you tomorrow,111.47495436456424
213,not yet ,111.86766305567558
214,did you finish the homework? ,112.23306763055567
215,what time is it? ,112.67068908190767
216,good night ,113.44954845016767
217,take care ,113.71886350096706
218,hey there ,114.36835664134605
219,not yet ,114.59458247207894
220,are you busy? ,114.60023051641713
221,good evening ,114.94350668553585
222,good night,116.2432930852863
223,hey there ,117.00993809013003
224,are you busy? ,117.2884103077014
225,how are you? 1,117.93834504932066
226,bye 94,118.58195655304607
227,take care ,119.08052388763504
228,hello,119.34296323177536
229,hello,119.58342198171998
230,good evening ,119.66059015957299
231,good night,119.9861213906767
232,it's 5 o'clock ,120.01843609262563
233,nothing much ,121.0753635859618
234,see you later ,121.18077826737974
235,"fine, thanks ",121.27915725341204
236,hi ,121.56549852922532
237,have a nice day! ,121.83375486723924
238,talk to you tomorrow,122.1946150947572
239,have a nice day!,122.25577349737299
240,"fine, thanks ",123.87584109533381
241,"fine, thanks ",124.70941819654156
242,talk to you tomorrow,125.07518656988367
243,good evening ,125.19662767343804
244,hey there,125.42639652574141
245,how is it going?,126.00376852319158
246,hey there,127.15867507419249
247,nothing much ,127.43589181947083
248,how is it going? ,127.98488747192009
249,good evening ,128.4278607793907
250,want to grab lunch? ,129.54808558569303
251,i'm good ,131.7889122701534
252,take care ,132.3526052845225
253,hey there ,132.38168796721183
254,hey there ,133.154576147586
255,are you busy? ,133.15547981609893
256,not yet 20,134.22642779851142
257,hello,136.00073401862736
258,bye ,137.47581907179858
259,good evening,138.25974753541618
260,talk to you tomorrow ,140.84884741001352
261,how are you? ,141.31982428456337
262,want to grab lunch? ,141.5602523127926
263,are you busy? 60,141.70612396580947
264,good night ,141.94377288033752
265,talk to you tomorrow 80,142.55842865988848
266,good evening ,142.7835817468167
267,hi ,142.98407637540637
268,"fine, thanks ",143.40243017747804
269,how is it going?,143.53008026825916
270,how is it going? 89,144.90103857118652
271,what are you doing? ,145.97095650429642
272,good evening ,146.51906955633748
273,nothing much ,146.76866276224487
274,good night,146.77581833077198
275,good evening,146.86093881824246
276,how are you?,147.21583207085007
277,"fine, thanks 74",147.41549079615405
278,"sure, let's go! ",148.23939404875225
279,good morning ,149.40186902995748
280,what time is it? ,150.00099614153842
281,nothing much ,150.29026940250677
282,nothing much ,150.36295462426094
283,just working ,150.57497327106492
284,talk to you tomorrow,151.23624773616015
285,how are you?,151.56520282835785
286,it's 5 o'clock ,151.86013181639154
287,i'm good ,153.04815920108175
288,hey there ,153.3570571659341
289,"sure, let's go! ",153.40952980043457
290,see you later,153.58770882559452
291,not yet ,154.5405546460619
292,good morning ,154.67096863506046
293,"sure, let's go! ",154.788436903933
294,good evening 43,156.23837098897692
295,what are you doing? ,157.00316524209586
296,it's 5 o'clock ,157.0968481726858
297,hey there,158.07364442718392
298,good morning,158.76255082083983
299,what time is it? ,158.7777482189773
300,have a nice day!,158.8480419352945
301,"sure, let's go! ",159.29487983773214
302,hi ,159.8538363362307
303,good evening ,159.90499285557425
304,good morning ,160.02236252631766
305,good night 15,160.12989464967458
306,want to grab lunch? ,160.42679180121593
307,good night ,160.4269338271405
308,hello ,161.28408350313316
309,good night 32,161.5895567623753
310,it's 5 o'clock ,162.2054230096314
311,good evening,163.43401450348094
312,talk to you tomorrow ,163.70900384481146
313,it's 5 o'clock ,164.25118190768148
314,it's 5 o'clock ,164.8681257630556
315,bye ,165.23303953054076
316,have a nice day! ,165.66609241719553
317,good morning ,166.00863672829945
318,see you later,166.32398669638363
319,how are you? ,166.83666610261108
320,hi ,167.20607491110295
321,what time is it? ,168.70389786727392
322,see you later ,169.16976676535438
323,good night,169.35047546712917
324,hey there,169.37895486700305
325,"sure, let's go! ",169.68281043227256
326,hey there ,169.89065958606753
327,have a nice day! ,170.4693177827184
328,hey there,172.62602365691188
329,see you later ,172.74872259188447
330,hey there ,174.12060131158978
331,hi ,174.65836551123274
332,good evening ,177.62939376223278
333,just working 63,178.05935899378093
