msg_id,text,timestamp,source_type
0,compress over over brown dog dog brown lazy quick lazy data dog jumps fox compress quick stream the compress over compress over ,0.2658738858290154,SYNTHETIC_ROBUSTNESS
1,dog lazy jumps brown brown dog lazy quick fox fox data jumps quick lazy over fox data compress data brown over stream lazy jumps,0.5435291094083349,SYNTHETIC_ROBUSTNESS
2,dog jumps fox dog dog lazy compress dog fox fox brown lazy data brown the the stream data fox dog over quick compress dog dataaa,0.6252116741212845,SYNTHETIC_ROBUSTNESS
3,data dog data lazy data over lazy data jumps lazy fox brown data jumps lazy data fox data data the the jumps dog the compressaaa,0.7340686305418883,SYNTHETIC_ROBUSTNESS
4,stream stream quick the brown over the fox over over dog the data the jumps quick lazy stream the quick dog over lazy jumps over,0.7770195766182055,SYNTHETIC_ROBUSTNESS
5,the the quick brown fox dog over jumps quick quick dog quick brown over stream data over jumps the over fox stream over fox stre,0.8704545406357604,SYNTHETIC_ROBUSTNESS
6,brown brown fox brown over brown quick over stream over lazy the stream the brown jumps brown fox stream lazy quick dog data qui,0.9065153888597287,SYNTHETIC_ROBUSTNESS
7,brown compress quick quick fox lazy data compress over quick compress brown compress fox compress over stream jumps brown jumps ,1.0435686546002938,SYNTHETIC_ROBUSTNESS
8,jumps brown data lazy fox over over jumps jumps compress over fox the dog data data fox lazy compress lazy jumps quick jumps the,1.080271507025672,SYNTHETIC_ROBUSTNESS
9,data fox quick fox fox stream quick data stream quick fox dog the the the dog compress dog brown dog lazy brown lazy over theaaa,1.291807986028153,SYNTHETIC_ROBUSTNESS
10,dog fox over quick dog the the brown jumps stream data fox fox lazy quick over over jumps lazy dog the lazy quick lazy overaaaaa,1.3072962011719786,SYNTHETIC_ROBUSTNESS
11,jumps stream stream compress fox fox compress brown jumps stream fox lazy data fox compress jumps quick stream data the stream d,1.3921138893012417,SYNTHETIC_ROBUSTNESS
12,quick dog fox brown over fox stream lazy lazy over jumps quick jumps jumps jumps stream brown the stream the fox compress lazy f,1.4656516343152755,SYNTHETIC_ROBUSTNESS
13,data lazy lazy compress fox dog stream dog jumps dog brown compress data lazy data over dog quick over the quick jumps fox fox b,1.4962657710751714,SYNTHETIC_ROBUSTNESS
14,quick jumps jumps dog brown dog fox fox data dog jumps data compress lazy compress compress quick stream data dog brown jumps do,1.4991059355210825,SYNTHETIC_ROBUSTNESS
15,the lazy data stream compress jumps jumps lazy over data stream over brown jumps data the jumps stream stream brown jumps jumps ,1.515185469611405,SYNTHETIC_ROBUSTNESS
16,data over jumps brown the dog brown lazy quick the stream the lazy dog lazy fox stream the fox stream lazy fox quick dog foxaaaa,1.8592349190141195,SYNTHETIC_ROBUSTNESS
17,the quick brown stream compress stream brown the the compress quick quick data dog jumps over jumps jumps compress over compress,2.1427741877110273,SYNTHETIC_ROBUSTNESS
18,compress fox stream quick data dog dog jumps dog quick lazy jumps the jumps brown data dog lazy dog over fox compress data data ,2.155478093150644,SYNTHETIC_ROBUSTNESS
19,over data brown compress lazy lazy dog compress compress stream lazy lazy compress brown data data data stream dog quick fox com,2.202456090395616,SYNTHETIC_ROBUSTNESS
20,jumps stream lazy stream compress jumps over over dog quick jumps brown lazy over over over quick brown lazy lazy fox fox the st,2.2650286135325484,SYNTHETIC_ROBUSTNESS
21,jumps brown the stream quick lazy stream the the fox quick the jumps compress data brown jumps compress the compress over jumps ,2.330051163436723,SYNTHETIC_ROBUSTNESS
22,over the fox quick lazy lazy data jumps fox data data over dog fox stream over data brown dog lazy quick compress jumps compress,2.365550202719572,SYNTHETIC_ROBUSTNESS
23,stream jumps fox compress compress dog lazy jumps fox brown stream stream fox fox data brown over fox stream stream fox lazy the,2.609680718121763,SYNTHETIC_ROBUSTNESS
24,brown fox lazy quick brown brown brown quick dog jumps quick brown lazy jumps dog jumps dog quick jumps brown lazy jumps fox dat,2.8488120766236715,SYNTHETIC_ROBUSTNESS
25,dog fox fox quick quick jumps the compress jumps dog lazy stream fox quick fox the compress quick fox jumps data dog data lazy d,2.8507230622500614,SYNTHETIC_ROBUSTNESS
26,lazy the fox dog quick jumps brown quick compress over dog dog fox stream quick over dog over brown fox over quick brown data st,2.95570566770568,SYNTHETIC_ROBUSTNESS
27,data jumps over quick fox data data quick fox dog over over jumps the brown lazy jumps fox quick over quick quick the the theaaa,2.9634329167832485,SYNTHETIC_ROBUSTNESS
28,fox jumps jumps stream fox quick data the quick brown over lazy lazy brown quick stream lazy lazy data fox the dog the lazy doga,3.054438354160337,SYNTHETIC_ROBUSTNESS
29,dog stream stream data lazy lazy stream the stream lazy jumps compress quick jumps dog dog fox over jumps data over brown dog br,3.2560984726223907,SYNTHETIC_ROBUSTNESS
30,compress data dog quick brown over quick jumps jumps dog quick lazy lazy over over stream fox over compress data the fox the com,3.36094676039812,SYNTHETIC_ROBUSTNESS
31,quick data quick stream fox lazy lazy lazy the over dog compress lazy brown over fox fox jumps dog compress compress stream jump,3.4242324552638572,SYNTHETIC_ROBUSTNESS
32,the lazy the over dog lazy quick brown jumps stream over brown dog stream brown lazy lazy jumps stream lazy fox jumps dog stream,3.7409930651222303,SYNTHETIC_ROBUSTNESS
33,stream fox lazy data quick quick dog compress fox stream lazy the lazy brown quick quick quick lazy quick data the jumps over ju,3.8782711070452764,SYNTHETIC_ROBUSTNESS
34,compress quick quick over jumps quick brown over brown jumps fox dog jumps quick lazy quick compress jumps stream jumps stream j,3.906947273028463,SYNTHETIC_ROBUSTNESS
35,compress over stream the over brown dog the stream dog quick brown stream data jumps dog compress data dog quick the fox data qu,3.955876014396568,SYNTHETIC_ROBUSTNESS
36,dog lazy quick fox jumps the fox over over quick dog jumps dog jumps data compress data over brown data stream brown quick compr,4.098535719296871,SYNTHETIC_ROBUSTNESS
37,quick dog dog data data brown quick stream fox dog data jumps over dog dog data data the brown stream compress quick brown over ,4.100486039817453,SYNTHETIC_ROBUSTNESS
38,quick over quick compress brown dog the lazy over quick brown lazy over data stream over data jumps stream over compress lazy da,4.107096099476845,SYNTHETIC_ROBUSTNESS
39,brown quick fox lazy lazy compress quick fox the fox over stream fox fox the quick over stream over brown the lazy quick brown b,4.303296216187407,SYNTHETIC_ROBUSTNESS
40,over dog stream brown quick brown stream quick quick over lazy compress data dog over data lazy quick brown stream compress data,4.307685761383158,SYNTHETIC_ROBUSTNESS
41,quick stream fox quick brown data compress stream lazy data dog jumps over over over lazy lazy over over dog fox lazy jumps fox ,4.421165840200418,SYNTHETIC_ROBUSTNESS
42,compress stream dog lazy fox over over stream brown stream jumps the lazy brown quick the compress quick stream dog quick over c,4.4595713289005205,SYNTHETIC_ROBUSTNESS
43,over brown the brown the the compress data dog dog lazy the over brown stream dog compress the quick dog compress lazy lazy quic,4.63437911505165,SYNTHETIC_ROBUSTNESS
44,over dog compress stream over fox fox stream dog dog dog quick brown the over stream fox lazy the data compress stream jumps jum,4.822337293620265,SYNTHETIC_ROBUSTNESS
45,jumps stream jumps the data stream compress quick the brown lazy quick quick compress fox brown brown jumps lazy over fox brown ,5.128822183350906,SYNTHETIC_ROBUSTNESS
46,compress fox lazy data stream fox the lazy stream stream dog lazy stream quick stream quick over the fox brown stream brown dog ,5.13886495941621,SYNTHETIC_ROBUSTNESS
47,jumps brown data compress brown lazy brown compress dog fox compress data quick compress fox dog dog fox quick fox stream data f,5.193829749313252,SYNTHETIC_ROBUSTNESS
48,brown dog compress dog brown lazy dog the stream jumps compress lazy compress jumps stream data stream over stream over dog lazy,5.279151622389196,SYNTHETIC_ROBUSTNESS
49,fox over fox over stream jumps over brown fox lazy data dog fox over brown the brown dog stream over lazy lazy brown stream quic,5.526913207136618,SYNTHETIC_ROBUSTNESS
50,over dog compress stream brown the fox the jumps lazy compress fox brown quick stream jumps over lazy over brown jumps dog fox c,5.557907903779528,SYNTHETIC_ROBUSTNESS
51,brown lazy dog stream data jumps quick the fox fox jumps data over data lazy quick over lazy jumps over dog data over lazy dataa,5.56534012536806,SYNTHETIC_ROBUSTNESS
52,fox over brown brown stream compress fox over over over dog jumps the brown dog quick brown dog fox the lazy jumps quick stream ,5.587875301704404,SYNTHETIC_ROBUSTNESS
53,over lazy jumps brown compress the jumps dog over fox the fox jumps dog brown brown lazy dog compress stream fox compress stream,5.656309571854314,SYNTHETIC_ROBUSTNESS
54,brown the jumps data data fox compress data the brown jumps quick dog jumps quick stream compress quick the stream stream stream,5.770581978927458,SYNTHETIC_ROBUSTNESS
55,dog stream data dog jumps the data stream dog compress compress quick lazy the the stream stream over fox brown brown data strea,5.8879179400215325,SYNTHETIC_ROBUSTNESS
56,brown stream the compress stream over fox compress the the jumps fox dog dog stream compress lazy compress over stream stream br,5.895677701558371,SYNTHETIC_ROBUSTNESS
57,brown over dog over stream over jumps lazy the lazy compress data the over compress data dog stream jumps jumps compress quick c,6.038978680578726,SYNTHETIC_ROBUSTNESS
58,brown jumps jumps the lazy quick over quick jumps jumps jumps jumps lazy fox data lazy the quick brown fox data stream fox the o,6.146930084228909,SYNTHETIC_ROBUSTNESS
59,fox compress over quick brown stream jumps quick the stream lazy data over compress stream quick fox data lazy stream jumps data,6.19927781407301,SYNTHETIC_ROBUSTNESS
60,fox the lazy the jumps dog data data lazy compress quick lazy compress brown lazy fox stream fox compress over quick over the co,6.283927761290094,SYNTHETIC_ROBUSTNESS
61,stream quick quick data brown data jumps compress the the stream compress the lazy data data the quick the lazy the over stream ,6.429917737958412,SYNTHETIC_ROBUSTNESS
62,fox the the compress data lazy quick data stream quick lazy fox data over compress over compress the data dog compress the compr,6.460311451666112,SYNTHETIC_ROBUSTNESS
63,brown stream stream jumps brown quick fox brown compress the the brown dog lazy lazy brown dog the lazy lazy lazy fox brown the ,6.7417083779447555,SYNTHETIC_ROBUSTNESS
64,the the dog quick over the over quick over quick data jumps the quick data data dog over stream over fox over lazy the jumpsaaaa,6.756531422427207,SYNTHETIC_ROBUSTNESS
65,dog the quick lazy jumps jumps compress lazy data fox stream data data over the data fox the over fox dog fox fox over brownaaaa,6.989037820192276,SYNTHETIC_ROBUSTNESS
66,data the compress compress stream stream jumps compress dog stream brown lazy fox data fox the data over compress over quick bro,7.124075713757434,SYNTHETIC_ROBUSTNESS
67,the compress jumps brown stream dog compress dog quick brown stream brown over fox stream over over lazy stream stream over dog ,7.232109331444664,SYNTHETIC_ROBUSTNESS
68,compress jumps fox data data over fox lazy lazy the lazy jumps stream the lazy lazy the fox brown quick the over quick stream ov,7.240764079606183,SYNTHETIC_ROBUSTNESS
69,fox fox dog stream over compress dog quick compress quick lazy quick fox compress lazy jumps stream dog brown over the lazy comp,7.492100380539301,SYNTHETIC_ROBUSTNESS
70,lazy data data fox over over over quick data data compress quick quick brown dog stream the lazy data dog quick jumps over data ,7.527102997370869,SYNTHETIC_ROBUSTNESS
71,dog stream lazy over quick data fox quick stream fox over dog data over data stream lazy compress stream the brown over jumps ov,7.663992540316281,SYNTHETIC_ROBUSTNESS
72,data jumps the quick compress over data brown data fox quick fox quick the compress lazy quick compress fox over dog stream comp,7.880102319689206,SYNTHETIC_ROBUSTNESS
73,data stream fox dog quick fox data fox stream jumps fox brown lazy compress compress over brown jumps compress compress jumps th,7.9081112161294,SYNTHETIC_ROBUSTNESS
74,compress compress the brown data quick data jumps the compress lazy lazy lazy data stream quick dog data brown dog compress data,8.154153036625127,SYNTHETIC_ROBUSTNESS
75,compress brown compress jumps quick the lazy jumps lazy data data quick fox data dog jumps brown jumps dog brown data quick quic,8.248812992669603,SYNTHETIC_ROBUSTNESS
76,data dog brown compress jumps quick stream fox lazy over data quick quick brown data brown the lazy stream lazy the compress dat,8.356409593595682,SYNTHETIC_ROBUSTNESS
