msg_id,text,timestamp,source_type
0,@+~663Qb^?WE5Y'Zf5l{87VfWg_7i+df,0.04678313000090798,SYNTHETIC_ROBUSTNESS
1,"x`%(ez<6C25xSL<3&W}u""X2Oi[p?~FHS",0.08726647520010844,SYNTHETIC_ROBUSTNESS
2,"T"".\/[V?^>V^z'*!umJ8Y4Gfx!MZJRnT",0.10664363055386515,SYNTHETIC_ROBUSTNESS
3,"Pl:V#""\gmV.w5pF,b$5Xkg{b$=;.C|dU",0.2001060752847249,SYNTHETIC_ROBUSTNESS
4,"rM%$zREhrx;k:""T!{u}P:IT^iOv=ikN~",0.2648516203495433,SYNTHETIC_ROBUSTNESS
5,";3ICp?O4O-R_""#FT|8C8fAC(AbK5-j(r",0.46562027678364626,SYNTHETIC_ROBUSTNESS
6,"=0Y%O~WKp.$AcO5Z,uKcP3_tSI8Z9X?v",0.4688839168927296,SYNTHETIC_ROBUSTNESS
7,dcb7t[8(httHt]RW08:4V:/mnmaCDVW%,0.5721292795843492,SYNTHETIC_ROBUSTNESS
8,"+k-Ar&/SVoJ6pYS|{""H`n}.8^KvprINq",0.716077225446807,SYNTHETIC_ROBUSTNESS
9,_O`ILf@Zf9.Z=%EgL_KEW3]'Dn{sCG)s,0.8585751600092821,SYNTHETIC_ROBUSTNESS
10,"""YW{mDe(ra(4aPi=My=-x~Hx9$I7HKrV",1.0757957475435722,SYNTHETIC_ROBUSTNESS
11,":qjQZP'H93?D<YJw&?f""Fk@<NY3:hC^L",1.2063718453576413,SYNTHETIC_ROBUSTNESS
12,"&!=NFO|+ZDc_g+F""]pGd8^_rA(BoZz~S",1.4692173054372333,SYNTHETIC_ROBUSTNESS
13,"nNOtoSd35fX(G\OOM:!M\n!O)!*$10,E",1.5096623577077715,SYNTHETIC_ROBUSTNESS
14,")\^3MS!Qj)6<SQd}~~1.m[F_w{hZ.A^""",1.5796210280434122,SYNTHETIC_ROBUSTNESS
15,hJWq4/Q:J~6RO8s~+9g~_O>z`7+nZC&{,1.5810390002482222,SYNTHETIC_ROBUSTNESS
16,QZo]Y?Tw8Q`e0P^tmHOmqX[>|`9Hv]pe,1.5817371906652846,SYNTHETIC_ROBUSTNESS
17,"@g]l3FC1h.""{=n<q~20vslKS0*36E48i",1.6091975372092167,SYNTHETIC_ROBUSTNESS
18,BP1l'X6${!8)/:6dbIl7~(wSJJV]f5`>,1.6198233175902723,SYNTHETIC_ROBUSTNESS
19,"g:uP&I$M""i;@6gctTnSpphSv80$;nZO+",1.6499623941832946,SYNTHETIC_ROBUSTNESS
20,Y/!Sbd`@y!a7{d@9V92aM$G$p^5=K;az,1.6694475627267062,SYNTHETIC_ROBUSTNESS
21,dML.RGMZiJQQx}2>G!DcPSYSv](]Or(+,1.6723410249933022,SYNTHETIC_ROBUSTNESS
22,"1(2N#5\y_^,C3ZJ#!H`,n{Fe9'/^[:sD",1.912365388845151,SYNTHETIC_ROBUSTNESS
23,"jIe=|BIvmL$VG@~ubXh}b""}^-ty^58\Q",1.9131911016285086,SYNTHETIC_ROBUSTNESS
24,"Sj'<5\""e^9L*>:0/a}&cq4TZ=[$4']qX",2.046402839333097,SYNTHETIC_ROBUSTNESS
25,<T[%-UeC$hpiBelqZ)S9KN.q^Tl<lRY.,2.062907744668203,SYNTHETIC_ROBUSTNESS
26,F>en;U`Pu|0_7@VkS[xJ:lenXTpmS\[~,2.3062108662354137,SYNTHETIC_ROBUSTNESS
27,N4kiE{$'mJ3}c@l{!R;yDTrO>%4tp4SV,2.5295129816456865,SYNTHETIC_ROBUSTNESS
28,"$%d@z,5ET~XiI]6[Vaj:3}f|jRn>v)4d",2.6356160657051837,SYNTHETIC_ROBUSTNESS
29,"""$RG3:*H\h!K'Bfv8uc*\a9\3<+Y&]U)",2.7471616453920618,SYNTHETIC_ROBUSTNESS
30,)AN4G*J//+yb~!$Y]|_|l:F}gOu]t33j,2.7476969900046124,SYNTHETIC_ROBUSTNESS
31,"JvgZ3:V,XYEC""kSl:Gmd_tb/(B~)*U:G",3.16681491670682,SYNTHETIC_ROBUSTNESS
32,"""v4<S,]Pa1B*{uhI6;omave:H2G}P;pa",3.3770512239951036,SYNTHETIC_ROBUSTNESS
33,");,>^!jq>r,nI2X1zL>p0pF[<bZJ:3a1",3.6025319354482734,SYNTHETIC_ROBUSTNESS
34,"J4OL8i,q5][_bZ@2kG8_?uq:E'1UubLF",3.7101909530884307,SYNTHETIC_ROBUSTNESS
35,|[@I@a=_?OQHZ>MOuP|yj&}M?O!3''e5,3.7524704327365623,SYNTHETIC_ROBUSTNESS
36,{J+X$3Y2t9Ge0V<452yvBa|gmGtRA5Zl,3.9765711362294938,SYNTHETIC_ROBUSTNESS
37,}850T3(C>5UWy7>L`GX!m88RV?tUyh`-,4.01103404753763,SYNTHETIC_ROBUSTNESS
38,"$cau>_SL#XDG/%,$0U'rk~cM\IdOLlWy",4.093750269313728,SYNTHETIC_ROBUSTNESS
39,rfs}VY%\/1dy3\{SusB!i<s[zJq=;jwk,4.104256433384476,SYNTHETIC_ROBUSTNESS
40,"wd.)#7`E+YM6E-+""rg9a,4EtE`a&j9Hf",4.359304210341606,SYNTHETIC_ROBUSTNESS
41,WOprXF>!)AwSU[!*[01InZ3B_3<f)#/F,4.37447612758213,SYNTHETIC_ROBUSTNESS
42,"<%,ILmNO/3*`f9!s`y$1u""Qk5CTW,_cH",4.399952038041803,SYNTHETIC_ROBUSTNESS
43,D&|F]9cnr9V.r9E4:#95W7^=Rzse|+A!,4.4816269348572515,SYNTHETIC_ROBUSTNESS
44,"Vjjys0kb+""X&T/8)N9`_55K<nhaw@B/o",4.626058696889359,SYNTHETIC_ROBUSTNESS
45,"4JXO6MQle+Ml=k?V^SrDIbb3;~B*S,yr",4.722646536093538,SYNTHETIC_ROBUSTNESS
46,"L\KZHz""%U!g^J|=9Fv~a]E_GA-o1ldTY",4.74906052875985,SYNTHETIC_ROBUSTNESS
47,aSf0tYpJ{ihgNzEhQ.|?I|.EQu}x<zJ\,4.749154877507035,SYNTHETIC_ROBUSTNESS
48,SpUQ)Z\/-0+V8Y)?W1Zr-q7_>Fpu.5@w,4.890686247483509,SYNTHETIC_ROBUSTNESS
49,"L&m`@;Kl$M/Opd51Mwj&(rX,y""V##(;Y",5.3120485689589945,SYNTHETIC_ROBUSTNESS
50,"Z#zp|yN""wFwfm4k\Z)`]6n{EfD}c^EKf",5.478075973937691,SYNTHETIC_ROBUSTNESS
51,"\Qujh5qnR(5-~~^0R3=8siRo`f\""dw6Y",5.539732857823677,SYNTHETIC_ROBUSTNESS
52,";zLG9p""X~oBH/38PhoiXp;+{#=[Bz2+o",5.7738314239345705,SYNTHETIC_ROBUSTNESS
53,"FEmY92qCv4F^'NJ!$4oMIcQZ(\~J,g(d",5.826568883359576,SYNTHETIC_ROBUSTNESS
54,u:/R$_+A-T!Zv&5@J'a$Ow]}F6X^u\34,5.900999054815717,SYNTHETIC_ROBUSTNESS
55,cu@Yv0]K?)+I^q<%[$\As'w+4&!#IC!V,5.9658412515077,SYNTHETIC_ROBUSTNESS
56,=_:4Dz6(wk*k?WhC0L3lASO}`O<ab/Io,6.025193858972419,SYNTHETIC_ROBUSTNESS
57,"aa3_(y<rLPt>V_jS4v]LQq-2[^7q{N,*",6.174444168966996,SYNTHETIC_ROBUSTNESS
58,X9WToRZ.g9iAMZ*Q/kZn'rV[MmU>/Xha,6.249261313133011,SYNTHETIC_ROBUSTNESS
59,dTGB9qEn&uz;'\@YrL`Z:Y%5K!E#sJ:\,6.287345946668407,SYNTHETIC_ROBUSTNESS
60,]znTV*cgFzz$)^':fX;CA\Kke)s.IC2$,6.317207868918171,SYNTHETIC_ROBUSTNESS
61,"r_7Cq3;""u/`mLI^V8TpBDW6&I#GW}\p\",6.3210556887713345,SYNTHETIC_ROBUSTNESS
62,~0m_Vy8wlQLmKchHUKGUuTo*5H:C7)^L,6.408569406855749,SYNTHETIC_ROBUSTNESS
63,";9yCa%$:RG0U4rN5eZ-@ix$m""u.[dmaN",6.4347008724078565,SYNTHETIC_ROBUSTNESS
64,")1j32&.t9GQ4`u?TWOW>B,~BvqA'a""Fu",6.450733467405155,SYNTHETIC_ROBUSTNESS
65,">:!dr4$=0td;,i]l[F(J""><W0\w)I_5^",6.5568159864666065,SYNTHETIC_ROBUSTNESS
66,"[!s[o=zH7;e%,?v@eX]RDbNn79vr=LNI",6.671138023674461,SYNTHETIC_ROBUSTNESS
67,"6,_.<YoX2w('XQ*$bVQdFB`@H=:,]'cW",6.810633153023918,SYNTHETIC_ROBUSTNESS
68,"F#2T2-0Gbr='?~,B\8dnIEZdrDa)MrWW",6.8806658214545635,SYNTHETIC_ROBUSTNESS
69,"0lIgv*[e'P8x>8X>6NE0[2uKB$&5""%VC",7.105148967558057,SYNTHETIC_ROBUSTNESS
70,"hY%Axgq%QMJXt=|3eI8Fu>fM&.r1ox,""",7.380573178526569,SYNTHETIC_ROBUSTNESS
71,3y7K;W%c~W<OD{MQq}?=ok8ZPp_WN)8Z,7.545272069252983,SYNTHETIC_ROBUSTNESS
72,*Q#SL>G(e20sv%j*EJ3+~sQ+'L}RR65V,7.646220591937117,SYNTHETIC_ROBUSTNESS
73,SQ>T`i(~4<cjQn-_P$O@PKHU/fA(l]_N,7.682421068962105,SYNTHETIC_ROBUSTNESS
74,Cc%\tp_6[k*%LA+x#C4.+XZD7qBieW9x,8.089551795703638,SYNTHETIC_ROBUSTNESS
75,{}jHBPa}]A^A/8t:1n\7eX'yMB*a/|nB,8.121591079690056,SYNTHETIC_ROBUSTNESS
76,"!f!z$Ykq;""k_Ei&M]H{lb%(RJ|Gz`3Dz",8.144238102797106,SYNTHETIC_ROBUSTNESS
77,"5_G~<""Q5>WFU~*2QIBC*A\YzY#7@p][F",8.202605357230095,SYNTHETIC_ROBUSTNESS
78,"DzZI,D66ei;5So(k~F.|=3fR7B5AHd8t",8.208457351688708,SYNTHETIC_ROBUSTNESS
79,mB$^UD3u!8!{XhW{P|:9^z*NB1YG%'Y&,8.5924018436746,SYNTHETIC_ROBUSTNESS
80,"'~Mxr>LV[B|3V+`,}l9u|f/)wjFnlyE)",8.68118032418566,SYNTHETIC_ROBUSTNESS
81,"O<@.bDu%%{,9PYN9XZry6pcke6VN*Lx/",8.76258806114133,SYNTHETIC_ROBUSTNESS
82,"`-65]L\!yUF%q1FxI,AmG:@f^\eGT-`q",8.869240219871509,SYNTHETIC_ROBUSTNESS
83,"=YYs{MNTu]#j""!UFT+()0C[&Loc10c]^",8.937961432217623,SYNTHETIC_ROBUSTNESS
84,"D:.-{p(,'}k$)Sr&1$Bf@zWY(*X>h:Ch",8.941220313286788,SYNTHETIC_ROBUSTNESS
